"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 10:46:04 COT 2024","Wed Feb 28 10:46:19 COT 2024","14786","Surefire suite","Surefire test","Test.TheLearningGateTest","Test.TheLearningGateTest","testIniciarSesion","testIniciarSesion",""
